#    Z                A               B               C                     sigma_A      sigma_B      sigma_C  
  1.7000e-02 	  3.4621e-03 	  8.1355e+00 	  4.4901e-01    	  6.2808e-04   1.8093e-01   1.1371e-02 
  1.7100e-02 	  3.2100e-03 	  8.2137e+00 	  4.4389e-01    	  5.8670e-04   1.8226e-01   1.1204e-02 
  1.7200e-02 	  2.9893e-03 	  8.2874e+00 	  4.3915e-01    	  5.4999e-04   1.8349e-01   1.1049e-02 
  1.7300e-02 	  2.7921e-03 	  8.3580e+00 	  4.3471e-01    	  5.1754e-04   1.8484e-01   1.0914e-02 
  1.7400e-02 	  2.6220e-03 	  8.4232e+00 	  4.3069e-01    	  4.8923e-04   1.8608e-01   1.0792e-02 
  1.7500e-02 	  2.4765e-03 	  8.4825e+00 	  4.2709e-01    	  4.6488e-04   1.8721e-01   1.0683e-02 
  1.7600e-02 	  2.3500e-03 	  8.5370e+00 	  4.2384e-01    	  4.4366e-04   1.8829e-01   1.0588e-02 
  1.7700e-02 	  2.2340e-03 	  8.5897e+00 	  4.2074e-01    	  4.2437e-04   1.8946e-01   1.0504e-02 
  1.7800e-02 	  2.1457e-03 	  8.6320e+00 	  4.1829e-01    	  4.0944e-04   1.9030e-01   1.0434e-02 
  1.7900e-02 	  2.0701e-03 	  8.6698e+00 	  4.1613e-01    	  3.9671e-04   1.9115e-01   1.0376e-02 
  1.8000e-02 	  2.0095e-03 	  8.7014e+00 	  4.1435e-01    	  3.8674e-04   1.9194e-01   1.0335e-02 
  1.8100e-02 	  1.9616e-03 	  8.7273e+00 	  4.1291e-01    	  3.7864e-04   1.9251e-01   1.0297e-02 
  1.8200e-02 	  1.9243e-03 	  8.7483e+00 	  4.1176e-01    	  3.7257e-04   1.9309e-01   1.0274e-02 
  1.8300e-02 	  1.9005e-03 	  8.7624e+00 	  4.1101e-01    	  3.6902e-04   1.9364e-01   1.0268e-02 
  1.8400e-02 	  1.8942e-03 	  8.7674e+00 	  4.1080e-01    	  3.6831e-04   1.9391e-01   1.0274e-02 
  1.8500e-02 	  1.8898e-03 	  8.7713e+00 	  4.1062e-01    	  3.6789e-04   1.9413e-01   1.0278e-02 
  1.8600e-02 	  1.9006e-03 	  8.7672e+00 	  4.1093e-01    	  3.7050e-04   1.9441e-01   1.0309e-02 
  1.8700e-02 	  1.9212e-03 	  8.7580e+00 	  4.1153e-01    	  3.7473e-04   1.9450e-01   1.0344e-02 
  1.8800e-02 	  1.9575e-03 	  8.7407e+00 	  4.1259e-01    	  3.8155e-04   1.9436e-01   1.0389e-02 
  1.8900e-02 	  1.9967e-03 	  8.7224e+00 	  4.1373e-01    	  3.8910e-04   1.9434e-01   1.0445e-02 
  1.9000e-02 	  2.0561e-03 	  8.6945e+00 	  4.1546e-01    	  4.0001e-04   1.9398e-01   1.0510e-02 
  1.9100e-02 	  2.1232e-03 	  8.6639e+00 	  4.1735e-01    	  4.1239e-04   1.9366e-01   1.0586e-02 
  1.9200e-02 	  2.2028e-03 	  8.6285e+00 	  4.1957e-01    	  4.2680e-04   1.9317e-01   1.0669e-02 
  1.9300e-02 	  2.2900e-03 	  8.5910e+00 	  4.2194e-01    	  4.4253e-04   1.9267e-01   1.0757e-02 
  1.9400e-02 	  2.3988e-03 	  8.5460e+00 	  4.2481e-01    	  4.6226e-04   1.9208e-01   1.0867e-02 
  1.9500e-02 	  2.5089e-03 	  8.5025e+00 	  4.2764e-01    	  4.8200e-04   1.9150e-01   1.0973e-02 
  1.9600e-02 	  2.6435e-03 	  8.4515e+00 	  4.3099e-01    	  5.0584e-04   1.9072e-01   1.1094e-02 
  1.9700e-02 	  2.7870e-03 	  8.4000e+00 	  4.3444e-01    	  5.3109e-04   1.8993e-01   1.1218e-02 
  1.9800e-02 	  2.9430e-03 	  8.3468e+00 	  4.3807e-01    	  5.5849e-04   1.8918e-01   1.1352e-02 
  1.9900e-02 	  3.1212e-03 	  8.2893e+00 	  4.4206e-01    	  5.8958e-04   1.8823e-01   1.1494e-02 
  2.0000e-02 	  3.3498e-03 	  8.2201e+00 	  4.4709e-01    	  6.3152e-04   1.8787e-01   1.1718e-02 
  2.0100e-02 	  3.3309e-03 	  8.2269e+00 	  4.4668e-01    	  6.2847e-04   1.8800e-01   1.1707e-02 
  2.0200e-02 	  3.3196e-03 	  8.2314e+00 	  4.4644e-01    	  6.2689e-04   1.8818e-01   1.1707e-02 
  2.0300e-02 	  3.3039e-03 	  8.2373e+00 	  4.4612e-01    	  6.2462e-04   1.8836e-01   1.1702e-02 
  2.0400e-02 	  3.2859e-03 	  8.2438e+00 	  4.4573e-01    	  6.2176e-04   1.8854e-01   1.1694e-02 
  2.0500e-02 	  3.2660e-03 	  8.2510e+00 	  4.4531e-01    	  6.1881e-04   1.8877e-01   1.1688e-02 
  2.0600e-02 	  3.2506e-03 	  8.2567e+00 	  4.4498e-01    	  6.1670e-04   1.8900e-01   1.1687e-02 
  2.0700e-02 	  3.2287e-03 	  8.2646e+00 	  4.4451e-01    	  6.1326e-04   1.8924e-01   1.1678e-02 
  2.0800e-02 	  3.2132e-03 	  8.2704e+00 	  4.4418e-01    	  6.1101e-04   1.8947e-01   1.1676e-02 
  2.0900e-02 	  3.1938e-03 	  8.2775e+00 	  4.4376e-01    	  6.0827e-04   1.8973e-01   1.1672e-02 
